etiqueta,frame,nose,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,mid_shoulder,mid_hip
subject_03,19,"[601.3770141601562, 94.86306762695312, 1.1014670133590698]","[628.2367553710938, 116.4349136352539, 0.16381238400936127]","[607.9427490234375, 119.4310073852539, 0.09607355296611786]","[635.3993530273438, 152.3879852294922, 0.3428269922733307]","[610.9271850585938, 160.1778106689453, 0.09569814056158066]","[619.2835693359375, 185.344970703125, 0.40360885858535767]","[601.3770141601562, 184.74575805664062, 0.33086955547332764]","[630.624267578125, 189.53948974609375, 0.06114925816655159]","[607.9427490234375, 185.94419860839844, 0.0729583352804184]","[631.2211303710938, 242.86988830566406, 0.1074119508266449]","[596.0050659179688, 237.4769287109375, 0.15708881616592407]","[636.5931396484375, 293.2041931152344, 0.1875157654285431]","[594.2144775390625, 288.41046142578125, 0.16929446160793304]","[618.0897216796875, 117.9329605102539]","[619.2835083007812, 187.74185180664062]"
subject_03,20,"[598.60595703125, 94.62774658203125, 1.2304250001907349]","[624.2166137695312, 116.78765869140625, 0.14355739951133728]","[605.1575317382812, 119.18331909179688, 0.11130360513925552]","[631.3638916015625, 153.92047119140625, 0.4581478238105774]","[607.5399169921875, 158.11289978027344, 0.11624928563833237]","[615.28271484375, 188.0587158203125, 0.43654221296310425]","[597.4147338867188, 184.4652099609375, 0.33305639028549194]","[627.1947021484375, 189.25653076171875, 0.061181120574474335]","[605.1575317382812, 184.4652099609375, 0.07549780607223511]","[629.5770263671875, 244.9557647705078, 0.1378181427717209]","[592.6499633789062, 239.56553649902344, 0.18281587958335876]","[636.1286010742188, 294.6658630371094, 0.20155654847621918]","[583.1204223632812, 291.07232666015625, 0.2102777361869812]","[614.6870727539062, 117.98548889160156]","[616.1761474609375, 186.86087036132812]"
subject_03,21,"[594.349609375, 95.12344360351562, 0.7520943284034729]","[621.7994995117188, 117.9038314819336, 0.1928011029958725]","[603.3007202148438, 117.9038314819336, 0.12434955686330795]","[628.3636474609375, 153.2733917236328, 0.4144640564918518]","[603.8974609375, 160.46719360351562, 0.11307159811258316]","[612.2517700195312, 188.6429443359375, 0.3952726125717163]","[593.1561889648438, 185.6455078125, 0.4227834641933441]","[624.783203125, 185.6455078125, 0.09146060794591904]","[602.1072387695312, 185.6455078125, 0.07653246819972992]","[627.170166015625, 244.39495849609375, 0.1641787737607956]","[590.1724853515625, 239.5990753173828, 0.2162150740623474]","[635.5244750976562, 294.1521301269531, 0.2348569929599762]","[573.4638671875, 290.5552062988281, 0.2595377266407013]","[612.5501098632812, 117.9038314819336]","[613.4451904296875, 185.6455078125]"
subject_03,22,"[589.9391479492188, 96.07036590576172, 1.8652623891830444]","[618.1171264648438, 118.2468032836914, 0.20235879719257355]","[596.533935546875, 121.24362182617188, 0.16827522218227386]","[624.1124267578125, 154.80795288085938, 0.5631029605865479]","[598.93212890625, 159.00350952148438, 0.13452811539173126]","[611.5222778320312, 187.77294921875, 0.661498486995697]","[589.9391479492188, 184.776123046875, 0.3357486128807068]","[619.9157104492188, 182.97802734375, 0.0993165448307991]","[599.5316162109375, 184.1767578125, 0.10992319136857986]","[624.1124267578125, 243.51373291015625, 0.21798935532569885]","[588.1405029296875, 238.1194610595703, 0.24396561086177826]","[636.1030883789062, 292.0621643066406, 0.17244894802570343]","[568.35595703125, 289.0653381347656, 0.24142062664031982]","[607.3255615234375, 119.74520874023438]","[609.7236328125, 183.577392578125]"
subject_03,23,"[586.5389404296875, 96.41449737548828, 1.4250495433807373]","[614.6134643554688, 120.98143005371094, 0.20207804441452026]","[592.51220703125, 121.58061981201172, 0.16427519917488098]","[619.9894409179688, 158.1314239501953, 0.5675490498542786]","[594.9015502929688, 158.73062133789062, 0.1335573047399521]","[608.6401977539062, 191.6862335205078, 0.6353368759155273]","[587.13623046875, 185.69430541992188, 0.4457096755504608]","[616.4054565429688, 188.09109497070312, 0.08987199515104294]","[596.09619140625, 187.4918975830078, 0.09683319181203842]","[621.7814331054688, 245.61366271972656, 0.26165127754211426]","[583.5523071289062, 242.61769104003906, 0.16490250825881958]","[635.52001953125, 291.7515563964844, 0.165630042552948]","[563.2430419921875, 291.7515563964844, 0.23525439202785492]","[603.5628662109375, 121.28102111816406]","[606.2508544921875, 187.79150390625]"
subject_03,24,"[582.124755859375, 96.00390625, 1.0869135856628418]","[610.3126831054688, 119.37703704833984, 0.23766234517097473]","[589.3216552734375, 119.37703704833984, 0.1449805200099945]","[616.9098510742188, 156.5343017578125, 0.5250450968742371]","[589.9214477539062, 160.13018798828125, 0.12882418930530548]","[607.9137573242188, 190.69505310058594, 0.5263793468475342]","[582.124755859375, 188.8970947265625, 0.2131115198135376]","[606.114501953125, 182.3046875, 0.056411728262901306]","[589.3216552734375, 182.9040069580078, 0.08989525586366653]","[618.7091674804688, 245.2323455810547, 0.22110073268413544]","[580.3255615234375, 240.43785095214844, 0.19945934414863586]","[635.501953125, 288.38275146484375, 0.1697806715965271]","[561.1337280273438, 294.3758544921875, 0.2989064157009125]","[599.817138671875, 119.37703704833984]","[597.7180786132812, 182.60433959960938]"
subject_03,25,"[573.9589233398438, 95.55572509765625, 2.4633126258850098]","[600.275146484375, 120.69963836669922, 0.24145488440990448]","[582.332275390625, 120.69963836669922, 0.14309009909629822]","[608.6484985351562, 156.61952209472656, 0.42207685112953186]","[583.5284423828125, 158.41551208496094, 0.09083279967308044]","[604.4618530273438, 194.3354034423828, 0.7077392339706421]","[570.9683837890625, 188.3487548828125, 0.0994696319103241]","[593.0979614257812, 186.55276489257812, 0.07623229920864105]","[578.1455688476562, 189.54608154296875, 0.07186741381883621]","[610.4428100585938, 244.02455139160156, 0.2294563353061676]","[570.3703002929688, 241.03126525878906, 0.21979419887065887]","[631.376220703125, 285.93109130859375, 0.3316764831542969]","[557.810302734375, 296.70703125, 0.3063768446445465]","[591.3037109375, 120.69963836669922]","[585.6217651367188, 188.04942321777344]"
subject_03,26,"[573.583740234375, 95.45948791503906, 2.4043638706207275]","[599.8339233398438, 120.62100982666016, 0.24639542400836945]","[582.53271484375, 120.62100982666016, 0.14246432483196259]","[608.7828979492188, 156.5660400390625, 0.43579307198524475]","[583.1292724609375, 158.36329650878906, 0.0950588583946228]","[604.0101318359375, 194.3083038330078, 0.6481824517250061]","[570.6007690429688, 188.91656494140625, 0.1136273443698883]","[593.2714233398438, 185.921142578125, 0.07366809248924255]","[578.3565063476562, 189.51565551757812, 0.0696418434381485]","[609.97607421875, 242.2350311279297, 0.228557750582695]","[570.6007690429688, 241.6359405517578, 0.22376839816570282]","[631.4534912109375, 285.9681396484375, 0.33329805731773376]","[557.4757080078125, 296.75164794921875, 0.2987881600856781]","[591.183349609375, 120.62100982666016]","[585.81396484375, 187.71839904785156]"
subject_03,27,"[569.765380859375, 95.5629653930664, 1.0358209609985352]","[594.3311767578125, 119.5490951538086, 0.3051406741142273]","[578.7528686523438, 119.5490951538086, 0.1554701328277588]","[603.9178466796875, 154.9286346435547, 0.6272680759429932]","[580.5503540039062, 157.32723999023438, 0.10484745353460312]","[600.3228759765625, 193.30642700195312, 0.6421772241592407]","[565.5711669921875, 183.7119903564453, 0.0624673031270504]","[588.3395385742188, 192.1071319580078, 0.12005214393138885]","[570.9636840820312, 192.1071319580078, 0.08675485849380493]","[603.3187255859375, 241.27867126464844, 0.33693209290504456]","[566.1703491210938, 242.47801208496094, 0.2598339915275574]","[627.8845825195312, 283.85406494140625, 0.33713477849960327]","[555.9844970703125, 299.445068359375, 0.30417972803115845]","[586.5419921875, 119.5490951538086]","[579.651611328125, 192.1071319580078]"
subject_03,28,"[564.7781982421875, 95.00286865234375, 1.8017899990081787]","[589.8280029296875, 117.76703643798828, 0.23500099778175354]","[572.53173828125, 117.76703643798828, 0.11899842321872711]","[601.1599731445312, 155.50762939453125, 0.5582982897758484]","[574.9174194335938, 155.50762939453125, 0.09163647145032883]","[598.7742919921875, 193.8472900390625, 0.7610015273094177]","[560.603271484375, 184.2623748779297, 0.03792358562350273]","[583.86376953125, 188.4557647705078, 0.09355118125677109]","[565.3746948242188, 188.4557647705078, 0.09258869290351868]","[596.3886108398438, 241.7718505859375, 0.29788893461227417]","[561.796142578125, 242.3708953857422, 0.24269624054431915]","[623.2276000976562, 283.1067810058594, 0.315066933631897]","[555.8319091796875, 300.47943115234375, 0.33049431443214417]","[581.1798706054688, 117.76703643798828]","[574.6192626953125, 188.4557647705078]"
subject_03,29,"[561.3243408203125, 94.97107696533203, 1.2457787990570068]","[584.6278686523438, 117.73213195800781, 0.2279285043478012]","[569.689697265625, 117.1331558227539, 0.13577452301979065]","[594.7858276367188, 154.86862182617188, 0.5365000367164612]","[568.49462890625, 155.46759033203125, 0.08719546347856522]","[595.3833618164062, 194.4010009765625, 0.5749219655990601]","[555.9465942382812, 186.0153350830078, 0.040488410741090775]","[578.0550537109375, 189.0102081298828, 0.07766935974359512]","[561.3243408203125, 189.0102081298828, 0.07304248213768005]","[588.2130126953125, 244.71490478515625, 0.1888856738805771]","[557.7391357421875, 244.1159210205078, 0.21306101977825165]","[616.2968139648438, 284.247314453125, 0.12152626365423203]","[555.9465942382812, 299.8206481933594, 0.2715209722518921]","[577.1588134765625, 117.43264770507812]","[569.689697265625, 189.0102081298828]"
subject_03,30,"[555.9155883789062, 94.11486053466797, 1.7829378843307495]","[581.0325317382812, 116.91324615478516, 0.20507578551769257]","[567.2780151367188, 116.31329345703125, 0.1131630465388298]","[592.3948974609375, 154.11065673828125, 0.47969645261764526]","[563.6898803710938, 155.31056213378906, 0.08768782019615173]","[591.1988525390625, 190.70806884765625, 0.5147714614868164]","[549.9353637695312, 189.50816345214844, 0.04615947976708412]","[575.0523071289062, 189.50816345214844, 0.0854538157582283]","[555.9155883789062, 190.10812377929688, 0.07504691928625107]","[576.8463134765625, 241.70449829101562, 0.20170196890830994]","[552.9254760742188, 242.30442810058594, 0.22963683307170868]","[608.54150390625, 278.90185546875, 0.17929117381572723]","[555.9155883789062, 299.900390625, 0.2792626917362213]","[574.1552734375, 116.61326599121094]","[565.4839477539062, 189.80813598632812]"
subject_03,31,"[551.9761352539062, 93.47270965576172, 1.5731909275054932]","[577.7389526367188, 116.85584259033203, 0.1707218438386917]","[557.9674682617188, 118.65454864501953, 0.1236339807510376]","[587.9242553710938, 153.42945861816406, 0.4059409499168396]","[559.165771484375, 155.22816467285156, 0.0857367068529129]","[586.7260131835938, 193.60047912597656, 0.5036660432815552]","[545.9847412109375, 187.00523376464844, 0.10639923810958862]","[571.1484985351562, 190.6026611328125, 0.08994196355342865]","[553.7735595703125, 190.00308227539062, 0.07488727569580078]","[563.3597412109375, 241.56588745117188, 0.21396082639694214]","[548.98046875, 242.1654510498047, 0.203209787607193]","[599.906982421875, 276.94036865234375, 0.2417028844356537]","[554.9718017578125, 300.323486328125, 0.252489298582077]","[567.8532104492188, 117.75519561767578]","[562.4610595703125, 190.30287170410156]"
subject_03,32,"[547.048583984375, 93.23834228515625, 0.6662589907646179]","[573.4009399414062, 116.58820343017578, 0.18744145333766937]","[553.0377807617188, 118.9830551147461, 0.1220245361328125]","[583.58251953125, 153.10977172851562, 0.3506888151168823]","[553.0377807617188, 158.49818420410156, 0.09364595264196396]","[581.7857666015625, 193.8223419189453, 0.3975042402744293]","[542.856201171875, 186.63775634765625, 0.25121018290519714]","[567.4118041992188, 189.03262329101562, 0.07724093645811081]","[550.043212890625, 189.03262329101562, 0.07659150660037994]","[554.2356567382812, 244.7130584716797, 0.20339259505271912]","[544.0540771484375, 241.719482421875, 0.18839678168296814]","[589.5716552734375, 276.4449157714844, 0.16919295489788055]","[555.4334716796875, 300.9921875, 0.25167563557624817]","[563.2193603515625, 117.78562927246094]","[558.7275390625, 189.03262329101562]"
subject_03,33,"[543.308349609375, 91.08995056152344, 0.6672356128692627]","[571.353271484375, 116.24205780029297, 0.19049020111560822]","[548.0819702148438, 116.84091186523438, 0.14040638506412506]","[580.3037719726562, 152.77249145507812, 0.3659314513206482]","[546.2918701171875, 157.56338500976562, 0.12329434603452682]","[577.9169921875, 192.29722595214844, 0.4002210199832916]","[538.5347290039062, 185.1109161376953, 0.23512837290763855]","[565.9829711914062, 183.31434631347656, 0.08021553605794907]","[546.8885498046875, 183.91319274902344, 0.07749703526496887]","[548.6786499023438, 242.60145568847656, 0.20238730311393738]","[543.308349609375, 242.00259399414062, 0.10839781910181046]","[579.1104125976562, 280.3296203613281, 0.1528349369764328]","[555.2423706054688, 300.09197998046875, 0.22724826633930206]","[559.7176513671875, 116.54148864746094]","[556.435791015625, 183.61376953125]"
subject_03,34,"[539.0294799804688, 90.61466217041016, 0.8212499022483826]","[567.175048828125, 116.40029907226562, 0.13009865581989288]","[543.8202514648438, 116.99996185302734, 0.11130893230438232]","[574.9599609375, 152.9799041748047, 0.3285979628562927]","[544.4190673828125, 157.17755126953125, 0.10287877172231674]","[573.7622680664062, 191.95819091796875, 0.3626575171947479]","[534.23876953125, 184.1625213623047, 0.3168034255504608]","[560.5877685546875, 179.96487426757812, 0.06425803154706955]","[545.0178833007812, 181.76385498046875, 0.07667133212089539]","[542.62255859375, 241.1307830810547, 0.17414766550064087]","[549.8086547851562, 238.73211669921875, 0.08774179220199585]","[555.7970581054688, 300.4976806640625, 0.14490975439548492]","[567.175048828125, 282.5077209472656, 0.09675104171037674]","[555.4976806640625, 116.70013427734375]","[552.8028564453125, 180.86436462402344]"
subject_03,35,"[534.044921875, 91.33780670166016, 0.6431453227996826]","[561.9598388671875, 115.30884552001953, 0.11851396411657333]","[538.2024536132812, 118.90448760986328, 0.11572203785181046]","[572.0567626953125, 154.26174926757812, 0.29254305362701416]","[537.6085205078125, 156.6588592529297, 0.09386735409498215]","[569.0870971679688, 190.81756591796875, 0.42587602138519287]","[529.8873901367188, 186.6226348876953, 0.29714035987854004]","[556.0205078125, 186.02337646484375, 0.05864732712507248]","[539.9842529296875, 186.02337646484375, 0.057272959500551224]","[535.2327880859375, 240.5574493408203, 0.1446753293275833]","[550.6751098632812, 239.35888671875, 0.14465206861495972]","[556.0205078125, 294.4922790527344, 0.09266775101423264]","[557.8023071289062, 289.0987854003906, 0.07270629703998566]","[550.0811767578125, 117.1066665649414]","[548.0023803710938, 186.02337646484375]"
subject_03,36,"[529.7828979492188, 90.70088195800781, 1.2980685234069824]","[559.6060791015625, 115.88399505615234, 0.11478271335363388]","[533.9581909179688, 117.68278503417969, 0.12180181592702866]","[567.9566040039062, 153.65866088867188, 0.3330427408218384]","[535.151123046875, 156.65664672851562, 0.1166151762008667]","[566.1671752929688, 189.634521484375, 0.4369662404060364]","[526.2041625976562, 184.83773803710938, 0.3594496250152588]","[551.255615234375, 185.43734741210938, 0.06512568145990372]","[536.343994140625, 184.83773803710938, 0.06225568428635597]","[529.1864624023438, 240.00074768066406, 0.15741375088691711]","[548.8697509765625, 239.40113830566406, 0.1562751829624176]","[542.3086547851562, 293.3649597167969, 0.11609529703855515]","[555.4308471679688, 297.5621337890625, 0.11905345320701599]","[546.7821044921875, 116.78338623046875]","[543.7998046875, 185.13754272460938]"
subject_03,37,"[524.9721069335938, 90.76071166992188, 1.3789869546890259]","[554.2701416015625, 114.74451446533203, 0.13514269888401031]","[529.7554321289062, 117.14288330078125, 0.15692521631717682]","[563.2388916015625, 154.3177490234375, 0.36513498425483704]","[530.9512939453125, 154.3177490234375, 0.14311859011650085]","[562.0430297851562, 190.29342651367188, 0.46769869327545166]","[522.5804443359375, 184.8970947265625, 0.4354945719242096]","[547.0950927734375, 181.29949951171875, 0.07438100874423981]","[532.1471557617188, 180.6999053955078, 0.07695084810256958]","[523.7763061523438, 238.26101684570312, 0.1553303301334381]","[544.7034301757812, 241.8585662841797, 0.14226652681827545]","[529.1575317382812, 293.4237060546875, 0.15428829193115234]","[555.4659423828125, 300.61883544921875, 0.16592685878276825]","[542.0128173828125, 115.94369506835938]","[539.62109375, 180.99969482421875]"
subject_03,38,"[520.8641357421875, 90.8154067993164, 1.4892710447311401]","[549.6490478515625, 115.9817886352539, 0.14752957224845886]","[524.4622802734375, 117.77938079833984, 0.12910562753677368]","[560.4434204101562, 154.33056640625, 0.4187465012073517]","[526.8610229492188, 154.92974853515625, 0.10109411925077438]","[558.6443481445312, 193.2785186767578, 0.46334928274154663]","[518.4653930664062, 185.48892211914062, 0.4083611071109772]","[542.452880859375, 181.8937225341797, 0.07704322040081024]","[526.8610229492188, 181.29452514648438, 0.08982088416814804]","[519.0651245117188, 235.82167053222656, 0.12087743729352951]","[542.452880859375, 243.01206970214844, 0.1482512354850769]","[514.2676391601562, 296.3408203125, 0.10505920648574829]","[555.0462646484375, 298.138427734375, 0.21621519327163696]","[537.0556640625, 116.88058471679688]","[534.656982421875, 181.5941162109375]"
subject_03,39,"[515.9476318359375, 91.3597640991211, 1.8012746572494507]","[544.0462646484375, 115.9172592163086, 0.21101903915405273]","[521.3282470703125, 118.3131103515625, 0.15339340269565582]","[555.4053344726562, 154.25091552734375, 0.6091905236244202]","[522.52392578125, 157.8446807861328, 0.1359998732805252]","[555.4053344726562, 193.1835174560547, 0.7042220830917358]","[514.751953125, 186.59490966796875, 0.46791160106658936]","[538.06787109375, 181.20425415039062, 0.10148803144693375]","[522.52392578125, 181.80320739746094, 0.09112110733985901]","[513.5562744140625, 239.30368041992188, 0.16632571816444397]","[539.8613891601562, 242.89744567871094, 0.16664272546768188]","[502.7950744628906, 300.99688720703125, 0.2346513718366623]","[554.2096557617188, 297.4031066894531, 0.28845131397247314]","[532.687255859375, 117.11518859863281]","[530.2958984375, 181.50372314453125]"
subject_03,40,"[512.0126953125, 91.00655364990234, 2.201760768890381]","[541.825439453125, 117.96900177001953, 0.207583487033844]","[516.78271484375, 117.96900177001953, 0.19242365658283234]","[552.5580444335938, 154.51808166503906, 0.4511367976665497]","[519.167724609375, 157.513916015625, 0.151183620095253]","[551.3655395507812, 194.06298828125, 0.6916072368621826]","[509.6276550292969, 186.27383422851562, 0.4477967619895935]","[532.881591796875, 185.6746826171875, 0.09361200779676437]","[519.167724609375, 185.6746826171875, 0.08979476243257523]","[513.8014526367188, 243.1945343017578, 0.1715514212846756]","[536.4591064453125, 242.5953826904297, 0.16467539966106415]","[492.9325256347656, 297.11944580078125, 0.23651888966560364]","[554.3468017578125, 297.7185974121094, 0.28881558775901794]","[529.3040771484375, 117.96900177001953]","[526.024658203125, 185.6746826171875]"
subject_03,41,"[506.1604919433594, 93.2145004272461, 1.7234803438186646]","[534.8051147460938, 118.97476196289062, 0.24769042432308197]","[512.7249145507812, 119.5738296508789, 0.1832367181777954]","[546.1436157226562, 156.11744689941406, 0.7063805460929871]","[515.7086791992188, 159.71189880371094, 0.147195503115654]","[547.9338989257812, 195.6564483642578, 0.8487188220024109]","[506.1604919433594, 187.8684539794922, 0.3724018633365631]","[529.4342651367188, 182.4767608642578, 0.10636746138334274]","[515.7086791992188, 183.0758514404297, 0.06976328790187836]","[507.9507751464844, 242.98341369628906, 0.18867024779319763]","[533.0148315429688, 242.98341369628906, 0.1799161285161972]","[486.4673156738281, 296.90020751953125, 0.2044784277677536]","[553.3047485351562, 296.90020751953125, 0.2922283709049225]","[523.7650146484375, 119.2742919921875]","[522.5714721679688, 182.77630615234375]"
subject_03,42,"[502.199951171875, 92.80753326416016, 1.2350530624389648]","[530.2850952148438, 119.19718933105469, 0.22805669903755188]","[508.175537109375, 118.59742736816406, 0.1862344741821289]","[542.2362670898438, 156.98239135742188, 0.6946666240692139]","[509.96820068359375, 157.5821533203125, 0.13789144158363342]","[543.4313354492188, 196.56687927246094, 0.6760666370391846]","[501.6024169921875, 188.76991271972656, 0.4257320463657379]","[524.3095703125, 183.37203979492188, 0.1096763163805008]","[509.96820068359375, 183.9718017578125, 0.08803032338619232]","[505.187744140625, 244.5480499267578, 0.18415121734142303]","[528.492431640625, 241.5492401123047, 0.20478443801403046]","[481.8830261230469, 302.12548828125, 0.26709800958633423]","[552.3947143554688, 296.1278381347656, 0.28219881653785706]","[519.2303466796875, 118.89730834960938]","[517.138916015625, 183.6719207763672]"
subject_03,43,"[496.94866943359375, 94.35752868652344, 0.9886292219161987]","[523.2599487304688, 118.92689514160156, 0.23556488752365112]","[504.72247314453125, 118.92689514160156, 0.14473512768745422]","[535.2196044921875, 157.87835693359375, 0.6025785803794861]","[506.51641845703125, 159.0768585205078, 0.15392310917377472]","[538.8074951171875, 195.6313018798828, 0.780178427696228]","[498.7426452636719, 189.03952026367188, 0.29530519247055054]","[517.8780517578125, 185.44398498535156, 0.10615513473749161]","[504.1244812011719, 186.0432586669922, 0.10722631216049194]","[499.9385986328125, 245.3693084716797, 0.18740005791187286]","[525.65185546875, 244.17080688476562, 0.19485525786876678]","[477.813232421875, 307.0923767089844, 0.34544968605041504]","[551.3651123046875, 293.9088134765625, 0.2966702878475189]","[513.9912109375, 118.92689514160156]","[511.00128173828125, 185.74362182617188]"
subject_03,44,"[492.448974609375, 93.18258666992188, 2.3355698585510254]","[518.1212768554688, 119.52852630615234, 0.31831449270248413]","[500.8074035644531, 119.52852630615234, 0.1717023402452469]","[530.6588745117188, 156.0535888671875, 0.7296403050422668]","[502.00146484375, 160.24497985839844, 0.12306266278028488]","[532.449951171875, 197.36880493164062, 0.8665828108787537]","[493.6430358886719, 190.1835479736328, 0.2759567201137543]","[512.1510009765625, 184.7946014404297, 0.11620138585567474]","[500.2103576660156, 183.59707641601562, 0.0800095945596695]","[494.24005126953125, 245.86929321289062, 0.25444740056991577]","[519.912353515625, 242.87542724609375, 0.23634874820709229]","[476.3291931152344, 306.3451843261719, 0.29888010025024414]","[549.166748046875, 291.97467041015625, 0.35783740878105164]","[509.46435546875, 119.52852630615234]","[506.1806640625, 184.19583129882812]"
subject_03,45,"[487.5802917480469, 92.98871612548828, 1.3538638353347778]","[515.0457763671875, 119.9295425415039, 0.26481893658638]","[494.7452087402344, 119.9295425415039, 0.15975157916545868]","[525.1961059570312, 156.4493408203125, 0.6042400002479553]","[494.7452087402344, 159.4427490234375, 0.08360588550567627]","[526.3902587890625, 197.15994262695312, 0.584516167640686]","[488.1773986816406, 191.77175903320312, 0.2608758509159088]","[507.2838134765625, 184.58755493164062, 0.08417137712240219]","[492.9540100097656, 183.9888458251953, 0.07465467602014542]","[486.98321533203125, 246.25210571289062, 0.24684084951877594]","[513.2545776367188, 241.46261596679688, 0.29494887590408325]","[475.0417175292969, 307.91668701171875, 0.28416502475738525]","[546.6908569335938, 290.5548095703125, 0.2964678704738617]","[504.8955078125, 119.9295425415039]","[500.118896484375, 184.2882080078125]"
subject_03,46,"[482.7255859375, 91.83926391601562, 0.8521820306777954]","[507.2349548339844, 119.39701843261719, 0.23026135563850403]","[492.29022216796875, 117.59977722167969, 0.15265144407749176]","[518.5929565429688, 156.54006958007812, 0.5408468842506409]","[490.496826171875, 156.54006958007812, 0.09335885941982269]","[519.78857421875, 197.27761840820312, 0.5997234582901001]","[484.5189514160156, 192.4849853515625, 0.1429375857114792]","[501.8548583984375, 186.49415588378906, 0.10371402651071548]","[490.496826171875, 183.49874877929688, 0.07950097322463989]","[482.1278076171875, 248.7986297607422, 0.2321009635925293]","[504.24603271484375, 240.41148376464844, 0.24377472698688507]","[474.35650634765625, 307.5086669921875, 0.2713949680328369]","[538.3200073242188, 285.3426513671875, 0.23923811316490173]","[499.7625732421875, 118.49839782714844]","[496.17584228515625, 184.9964599609375]"
subject_03,47,"[477.6139221191406, 89.86837005615234, 2.278045415878296]","[502.69476318359375, 117.40643310546875, 0.291714608669281]","[488.36285400390625, 116.80777740478516, 0.13605785369873047]","[513.4437255859375, 156.91758728027344, 0.48122063279151917]","[489.5572204589844, 154.52296447753906, 0.0776384249329567]","[511.6522521972656, 197.62603759765625, 0.6216870546340942]","[477.01678466796875, 173.0812225341797, 0.020349400117993355]","[494.9316711425781, 190.4421844482422, 0.09649146348237991]","[484.7799072265625, 188.0475616455078, 0.060447923839092255]","[477.01678466796875, 250.3075714111328, 0.23772943019866943]","[497.3203125, 246.11697387695312, 0.16303299367427826]","[473.4338073730469, 307.1796875, 0.27308401465415955]","[531.3585815429688, 283.2335205078125, 0.18918028473854065]","[495.52880859375, 117.10710144042969]","[489.85577392578125, 189.244873046875]"
subject_03,48,"[471.7306823730469, 89.90171813964844, 1.6311429738998413]","[496.837158203125, 117.49146270751953, 0.20409755408763885]","[483.6861572265625, 116.29190826416016, 0.1309574693441391]","[505.8037414550781, 158.27630615234375, 0.43584203720092773]","[481.2950744628906, 154.6776123046875, 0.09123897552490234]","[504.0104064941406, 200.2606658935547, 0.47338196635246277]","[474.7195739746094, 196.66201782226562, 0.016418742015957832]","[489.6638488769531, 192.4635772705078, 0.08577344566583633]","[479.5017395019531, 191.26400756835938, 0.06357982009649277]","[473.5240173339844, 247.04327392578125, 0.22861488163471222]","[489.06610107421875, 246.44349670410156, 0.1076250895857811]","[473.5240173339844, 307.0209655761719, 0.27212777733802795]","[520.7479858398438, 279.43121337890625, 0.12381274998188019]","[490.26165771484375, 116.89168548583984]","[484.5827941894531, 191.86380004882812]"
subject_03,49,"[467.45025634765625, 89.75041198730469, 1.45071280002594]","[493.16436767578125, 117.33768463134766, 0.19541871547698975]","[478.21429443359375, 114.93879699707031, 0.12367279827594757]","[499.1443786621094, 158.11886596679688, 0.3820035755634308]","[474.6262512207031, 155.12025451660156, 0.08348416537046432]","[494.9583435058594, 196.50115966796875, 0.4326731860637665]","[452.50018310546875, 172.51223754882812, 0.02433478645980358]","[484.7923278808594, 190.50392150878906, 0.07587260007858276]","[472.2342529296875, 191.10365295410156, 0.045046769082546234]","[476.4202880859375, 246.8779296875, 0.172209233045578]","[469.8422546386719, 245.67848205566406, 0.0981520488858223]","[474.0282897949219, 306.8502502441406, 0.22232109308242798]","[512.8984375, 278.06353759765625, 0.16524161398410797]","[485.6893310546875, 116.13824462890625]","[478.5133056640625, 190.8037872314453]"
subject_03,50,"[462.1630859375, 89.05024719238281, 0.9987272620201111]","[487.7543029785156, 116.01102447509766, 0.2205609530210495]","[471.6853942871094, 115.41189575195312, 0.09220320731401443]","[493.70574951171875, 155.55349731445312, 0.27248048782348633]","[466.3290710449219, 156.75177001953125, 0.04895194247364998]","[486.5639953613281, 194.49685668945312, 0.4294491112232208]","[467.5193786621094, 196.89337158203125, 0.03431756794452667]","[480.0174255371094, 195.0959930419922, 0.060487739741802216]","[472.8757019042969, 190.90208435058594, 0.03002246469259262]","[474.06597900390625, 250.21578979492188, 0.15177957713603973]","[462.7582092285156, 246.62103271484375, 0.10959675908088684]","[474.06597900390625, 307.7321472167969, 0.20408926904201508]","[503.2280578613281, 278.3748474121094, 0.1392877846956253]","[479.7198486328125, 115.71145629882812]","[476.4465637207031, 192.99903869628906]"
subject_03,51,"[457.1188659667969, 88.44459533691406, 0.6475830078125]","[484.63360595703125, 117.23875427246094, 0.1328422576189041]","[467.2873840332031, 115.43912506103516, 0.09746412932872772]","[487.62432861328125, 156.2308349609375, 0.35798409581184387]","[460.7077331542969, 156.2308349609375, 0.05850527435541153]","[477.4558410644531, 192.22352600097656, 0.5615134835243225]","[458.913330078125, 190.42388916015625, 0.027850771322846413]","[476.2595520019531, 186.82461547851562, 0.030897023156285286]","[460.7077331542969, 189.22412109375, 0.04266316071152687]","[470.876220703125, 248.01219177246094, 0.10813544690608978]","[450.5392761230469, 248.01219177246094, 0.20442596077919006]","[475.0632629394531, 308.0, 0.2302836775779724]","[491.8113708496094, 281.0054931640625, 0.16821375489234924]","[475.96051025390625, 116.33894348144531]","[468.483642578125, 188.0243682861328]"
